date,day_of_week,temperature_c,humidity_pct,school_out,ad_spend,website_visits,competitor_promo,lottery_numbers,ice_cream_sales
2024-02-12,Monday,4.2,63.0,0,66.16,428,0,33,134
2024-02-13,Tuesday,2.8,70.6,0,60.18,482,1,26,139
2024-02-14,Wednesday,4.5,68.7,0,77.09,434,1,13,168
2024-02-15,Thursday,2.3,82.9,0,57.71,357,0,32,157
2024-02-16,Friday,3.4,71.0,0,45.72,370,0,2,81
2024-02-17,Saturday,3.8,77.1,0,99.17,443,0,1,138
2024-02-18,Sunday,1.2,73.2,0,79.71,527,0,4,196
2024-02-19,Monday,5.1,69.9,0,57.72,420,0,34,60
2024-02-20,Tuesday,6.6,59.7,0,62.58,357,0,26,120
2024-02-21,Wednesday,6.8,72.6,0,34.64,383,0,17,173
2024-02-22,Thursday,-0.5,66.2,0,70.11,415,0,13,116
2024-02-23,Friday,7.0,76.8,0,62.02,435,0,21,107
2024-02-24,Saturday,6.0,73.8,0,86.88,487,1,11,175
2024-02-25,Sunday,5.1,65.7,0,84.58,418,0,21,172
2024-02-26,Monday,7.7,74.4,0,56.44,446,0,12,156
2024-02-27,Tuesday,7.1,70.1,0,42.58,378,0,30,183
2024-02-28,Wednesday,7.4,70.2,0,60.93,421,0,26,122
2024-02-29,Thursday,2.4,78.8,0,50.36,314,0,5,106
2024-03-01,Friday,5.1,75.8,0,52.28,473,0,22,175
2024-03-02,Saturday,9.4,77.1,0,110.09,628,0,47,188
2024-03-03,Sunday,5.6,68.6,0,82.91,499,0,10,165
2024-03-04,Monday,8.7,69.4,0,58.78,456,0,36,143
2024-03-05,Tuesday,5.6,65.5,0,65.57,363,0,35,84
2024-03-06,Wednesday,7.7,51.1,0,60.48,356,0,32,124
2024-03-07,Thursday,8.4,65.8,0,65.77,510,1,18,167
2024-03-08,Friday,13.1,70.8,0,41.87,328,0,11,231
2024-03-09,Saturday,8.2,66.9,0,106.97,592,0,15,176
2024-03-10,Sunday,-0.2,66.9,0,70.8,538,0,12,103
2024-03-11,Monday,9.3,70.4,0,44.19,367,0,37,150
2024-03-12,Tuesday,3.5,68.8,0,69.98,610,0,32,94
2024-03-13,Wednesday,6.2,71.6,0,59.54,399,0,22,130
2024-03-14,Thursday,8.2,66.1,0,69.6,513,0,21,178
2024-03-15,Friday,7.4,67.8,0,53.48,443,0,5,170
2024-03-16,Saturday,2.8,82.5,0,85.14,515,0,9,174
2024-03-17,Sunday,6.6,61.5,0,94.34,478,0,36,161
2024-03-18,Monday,5.3,57.4,0,60.48,370,0,12,86
2024-03-19,Tuesday,10.3,65.3,0,64.87,520,0,37,177
2024-03-20,Wednesday,11.0,67.5,0,81.91,412,0,37,226
2024-03-21,Thursday,9.6,65.8,0,62.41,388,0,6,193
2024-03-22,Friday,9.6,58.9,0,57.75,348,1,14,165
2024-03-23,Saturday,9.0,67.3,0,93.72,587,0,11,182
2024-03-24,Sunday,10.4,61.6,0,79.87,532,1,31,198
2024-03-25,Monday,5.2,70.6,0,51.84,279,1,2,140
2024-03-26,Tuesday,6.0,83.2,0,64.45,442,0,47,210
2024-03-27,Wednesday,11.4,70.8,0,57.77,529,0,28,177
2024-03-28,Thursday,10.3,65.1,0,63.54,400,1,14,211
2024-03-29,Friday,8.7,54.8,0,51.46,295,0,7,140
2024-03-30,Saturday,12.3,67.1,0,92.17,493,0,28,268
2024-03-31,Sunday,11.8,60.3,0,81.0,517,0,6,215
2024-04-01,Monday,8.3,68.4,0,61.57,349,0,17,193
2024-04-02,Tuesday,11.4,70.4,0,78.24,429,0,30,223
2024-04-03,Wednesday,9.5,78.4,0,53.9,375,0,7,190
2024-04-04,Thursday,11.2,50.2,0,52.34,319,0,34,154
2024-04-05,Friday,7.5,72.2,0,66.81,383,0,31,141
2024-04-06,Saturday,12.8,65.3,0,87.11,440,0,40,196
2024-04-07,Sunday,14.2,74.9,0,66.08,477,0,14,221
2024-04-08,Monday,9.5,51.1,0,73.07,266,0,39,222
2024-04-09,Tuesday,10.6,79.3,0,62.48,407,0,26,113
2024-04-10,Wednesday,9.5,53.7,0,56.55,491,0,27,168
2024-04-11,Thursday,12.3,66.9,0,47.24,333,0,7,226
2024-04-12,Friday,10.0,70.6,0,64.21,371,0,25,166
2024-04-13,Saturday,9.8,60.3,0,83.3,498,0,40,141
2024-04-14,Sunday,9.3,79.3,0,94.44,509,0,18,208
2024-04-15,Monday,12.3,64.0,0,62.89,374,0,32,229
2024-04-16,Tuesday,9.2,71.5,0,58.18,373,0,21,217
2024-04-17,Wednesday,12.0,71.2,0,55.5,364,0,27,184
2024-04-18,Thursday,8.2,75.5,0,45.72,325,0,33,144
2024-04-19,Friday,9.1,73.3,0,46.66,351,0,13,168
2024-04-20,Saturday,11.2,52.7,0,95.54,521,0,33,177
2024-04-21,Sunday,8.5,76.0,0,86.4,462,0,29,203
2024-04-22,Monday,17.7,55.7,0,54.72,457,0,45,304
2024-04-23,Tuesday,13.8,64.3,0,78.22,510,0,14,250
2024-04-24,Wednesday,10.7,64.0,0,52.47,373,0,44,177
2024-04-25,Thursday,19.2,60.0,0,51.45,315,1,17,188
2024-04-26,Friday,10.1,64.4,0,44.33,335,0,30,236
2024-04-27,Saturday,14.0,70.2,0,81.4,385,0,7,357
2024-04-28,Sunday,14.6,74.1,0,85.66,425,0,44,213
2024-04-29,Monday,15.0,63.9,0,73.95,453,0,17,179
2024-04-30,Tuesday,9.4,64.8,0,54.44,346,1,39,159
2024-05-01,Wednesday,12.9,67.3,0,61.17,425,0,19,197
2024-05-02,Thursday,17.4,59.4,0,61.47,395,0,47,198
2024-05-03,Friday,14.1,54.4,0,52.42,331,0,23,138
2024-05-04,Saturday,14.9,69.3,0,72.56,465,1,17,240
2024-05-05,Sunday,14.8,55.2,0,110.47,511,0,42,275
2024-05-06,Monday,16.7,61.0,0,51.26,392,0,19,199
2024-05-07,Tuesday,14.4,63.7,0,73.23,484,0,40,287
2024-05-08,Wednesday,18.1,48.1,0,59.8,372,1,10,268
2024-05-09,Thursday,17.0,64.0,0,48.95,413,0,30,275
2024-05-10,Friday,20.0,59.6,0,63.62,335,0,4,358
2024-05-11,Saturday,18.3,60.1,0,90.35,480,0,32,281
2024-05-12,Sunday,12.2,69.2,0,97.69,485,0,1,230
2024-05-13,Monday,18.2,61.0,0,58.78,413,0,34,267
2024-05-14,Tuesday,20.2,55.2,0,54.57,372,1,25,235
2024-05-15,Wednesday,14.8,62.7,0,62.81,427,0,30,211
2024-05-16,Thursday,13.7,57.1,0,77.84,527,0,23,216
2024-05-17,Friday,17.2,57.2,0,75.28,403,1,15,246
2024-05-18,Saturday,16.0,61.0,0,76.78,497,0,3,267
2024-05-19,Sunday,14.9,68.7,0,91.94,439,0,4,210
2024-05-20,Monday,14.5,72.1,0,61.99,366,0,31,232
2024-05-21,Tuesday,17.3,56.9,0,59.58,401,0,7,225
2024-05-22,Wednesday,16.2,59.1,0,56.79,412,0,8,214
2024-05-23,Thursday,17.1,71.2,0,46.46,364,0,34,263
2024-05-24,Friday,17.8,57.4,0,63.36,296,0,31,224
2024-05-25,Saturday,18.2,60.4,0,79.9,364,0,43,176
2024-05-26,Sunday,18.7,60.1,0,86.34,481,0,30,194
2024-05-27,Monday,20.7,57.7,0,55.77,401,0,3,290
2024-05-28,Tuesday,16.8,58.3,0,50.82,465,0,1,276
2024-05-29,Wednesday,21.0,50.7,0,64.79,476,0,40,272
2024-05-30,Thursday,23.0,52.4,0,66.87,480,0,25,322
2024-05-31,Friday,18.0,53.8,0,41.94,406,0,9,232
2024-06-01,Saturday,18.4,63.2,0,88.26,440,0,44,291
2024-06-02,Sunday,16.1,64.8,0,92.87,444,0,47,267
2024-06-03,Monday,19.2,61.8,0,58.03,387,0,21,263
2024-06-04,Tuesday,24.6,55.9,0,44.1,339,0,15,351
2024-06-05,Wednesday,19.1,55.4,0,70.76,439,0,16,249
2024-06-06,Thursday,16.1,62.7,0,56.86,373,0,40,274
2024-06-07,Friday,21.1,64.2,0,76.67,541,1,32,230
2024-06-08,Saturday,19.0,64.2,0,88.39,580,0,25,253
2024-06-09,Sunday,21.1,47.3,0,95.07,421,0,8,320
2024-06-10,Monday,24.3,54.0,0,70.62,454,1,36,328
2024-06-11,Tuesday,20.3,51.8,0,52.08,358,0,43,303
2024-06-12,Wednesday,18.2,61.5,0,68.95,343,0,22,209
2024-06-13,Thursday,19.2,50.6,0,63.04,414,0,15,243
2024-06-14,Friday,22.9,56.4,1,48.62,290,0,24,404
2024-06-15,Saturday,19.9,60.4,1,95.34,514,1,40,352
2024-06-16,Sunday,21.2,60.5,1,94.81,498,0,13,414
2024-06-17,Monday,19.6,47.1,1,72.36,495,0,29,350
2024-06-18,Tuesday,17.7,62.6,1,34.92,318,1,48,427
2024-06-19,Wednesday,22.7,60.1,1,50.96,243,0,38,402
2024-06-20,Thursday,23.2,65.9,1,72.37,506,0,21,389
2024-06-21,Friday,21.1,71.0,1,57.88,406,0,19,367
2024-06-22,Saturday,19.9,59.6,1,77.52,520,0,20,420
2024-06-23,Sunday,18.6,55.9,1,105.82,531,0,46,392
2024-06-24,Monday,20.7,63.4,1,47.58,217,0,12,332
2024-06-25,Tuesday,21.3,56.3,1,65.27,387,0,43,433
2024-06-26,Wednesday,20.5,49.5,1,70.55,401,0,28,412
2024-06-27,Thursday,18.7,63.0,1,61.75,397,0,11,354
2024-06-28,Friday,25.3,53.4,1,63.05,438,0,14,439
2024-06-29,Saturday,21.0,58.9,1,86.62,570,0,48,369
2024-06-30,Sunday,20.1,53.7,1,73.11,449,0,45,354
2024-07-01,Monday,16.8,49.7,1,77.21,522,0,1,361
2024-07-02,Tuesday,21.7,53.2,1,74.44,373,0,15,457
2024-07-03,Wednesday,19.7,52.8,1,47.56,288,0,13,362
2024-07-04,Thursday,21.4,61.1,1,58.36,369,0,33,405
2024-07-05,Friday,22.3,55.9,1,68.72,502,1,30,471
2024-07-06,Saturday,21.5,54.0,1,96.06,580,1,41,383
2024-07-07,Sunday,19.4,51.2,1,91.83,455,0,15,448
2024-07-08,Monday,24.8,52.8,1,62.41,384,0,26,454
2024-07-09,Tuesday,22.9,57.5,1,69.84,417,0,34,438
2024-07-10,Wednesday,18.8,60.8,1,61.31,328,1,23,304
2024-07-11,Thursday,23.8,49.3,1,52.01,470,0,8,404
2024-07-12,Friday,19.6,63.8,1,56.65,528,0,24,339
2024-07-13,Saturday,21.7,52.2,1,91.87,491,1,7,396
2024-07-14,Sunday,25.1,67.6,1,90.02,513,1,43,436
2024-07-15,Monday,20.7,53.5,1,43.76,384,0,48,447
2024-07-16,Tuesday,22.6,48.0,1,76.64,431,0,30,418
2024-07-17,Wednesday,21.3,60.9,1,64.04,424,0,17,414
2024-07-18,Thursday,19.7,62.4,1,54.08,419,0,8,331
2024-07-19,Friday,21.2,50.2,1,49.93,295,1,33,364
2024-07-20,Saturday,25.4,60.8,1,89.97,539,0,29,408
2024-07-21,Sunday,25.1,57.9,1,92.46,542,0,35,511
2024-07-22,Monday,21.0,66.0,1,55.15,513,0,47,340
2024-07-23,Tuesday,16.9,73.3,1,62.81,431,0,26,366
2024-07-24,Wednesday,16.0,58.4,1,55.8,489,0,23,364
2024-07-25,Thursday,27.1,54.9,1,56.96,433,0,8,496
2024-07-26,Friday,23.7,65.4,1,73.14,362,0,36,386
2024-07-27,Saturday,22.6,56.0,1,95.07,611,0,22,464
2024-07-28,Sunday,19.4,66.0,1,92.28,572,1,13,384
2024-07-29,Monday,24.2,51.4,1,55.8,328,0,21,401
2024-07-30,Tuesday,23.2,55.1,1,54.73,489,0,42,351
2024-07-31,Wednesday,23.5,62.3,1,73.68,506,0,20,401
2024-08-01,Thursday,20.4,58.5,1,59.04,387,0,9,407
2024-08-02,Friday,20.5,57.3,1,47.62,349,0,41,310
2024-08-03,Saturday,24.7,56.3,1,80.55,527,0,36,438
2024-08-04,Sunday,26.7,44.7,1,88.03,544,0,38,495
2024-08-05,Monday,21.2,52.7,1,49.98,391,0,33,417
2024-08-06,Tuesday,21.5,74.0,1,55.31,353,1,11,343
2024-08-07,Wednesday,23.9,68.7,1,47.56,234,0,31,425
2024-08-08,Thursday,20.9,58.2,1,54.46,387,0,34,417
2024-08-09,Friday,23.1,53.0,1,50.91,391,1,42,386
2024-08-10,Saturday,24.5,43.8,1,89.22,536,0,12,423
2024-08-11,Sunday,19.2,63.3,1,73.55,390,1,17,333
2024-08-12,Monday,24.7,49.2,1,60.82,460,0,39,402
2024-08-13,Tuesday,26.0,54.3,1,55.08,409,0,18,445
2024-08-14,Wednesday,22.3,50.6,1,73.93,491,0,47,433
2024-08-15,Thursday,23.5,61.7,1,48.59,381,0,27,423
2024-08-16,Friday,20.7,54.9,1,59.22,396,0,4,385
2024-08-17,Saturday,23.3,67.7,1,81.74,480,0,41,486
2024-08-18,Sunday,20.9,55.3,1,84.96,554,0,31,429
2024-08-19,Monday,22.6,66.5,1,47.58,303,0,12,373
2024-08-20,Tuesday,18.1,64.6,1,75.16,534,1,25,355
2024-08-21,Wednesday,19.2,61.1,1,67.8,551,0,27,405
2024-08-22,Thursday,17.0,66.7,1,81.31,385,0,49,328
2024-08-23,Friday,22.0,61.6,1,71.29,509,0,44,387
2024-08-24,Saturday,17.3,59.5,1,94.19,487,0,25,377
2024-08-25,Sunday,17.0,69.7,1,107.99,515,0,28,413
2024-08-26,Monday,21.7,58.5,1,81.74,461,0,13,485
2024-08-27,Tuesday,23.6,56.1,1,74.23,463,0,25,398
2024-08-28,Wednesday,16.2,59.4,1,70.78,497,0,35,398
2024-08-29,Thursday,17.1,63.6,1,59.7,498,0,27,316
2024-08-30,Friday,18.1,63.5,1,73.68,279,0,46,387
2024-08-31,Saturday,17.9,62.2,0,95.46,511,0,45,283
2024-09-01,Sunday,18.5,49.3,0,91.26,545,0,4,225
2024-09-02,Monday,22.2,70.0,0,66.57,434,1,39,279
2024-09-03,Tuesday,19.0,59.9,0,66.24,489,0,40,268
2024-09-04,Wednesday,17.3,56.6,0,65.59,425,0,12,220
2024-09-05,Thursday,16.3,64.2,0,76.22,483,1,39,213
2024-09-06,Friday,14.3,62.5,0,51.06,319,0,42,227
2024-09-07,Saturday,18.1,70.6,0,91.95,486,0,34,295
2024-09-08,Sunday,21.8,58.0,0,103.36,525,0,36,337
2024-09-09,Monday,16.6,66.0,0,60.5,381,0,37,220
2024-09-10,Tuesday,19.2,59.3,0,49.58,371,0,22,312
2024-09-11,Wednesday,16.0,73.6,0,56.89,429,0,25,184
2024-09-12,Thursday,13.4,59.9,0,63.6,270,0,30,261
2024-09-13,Friday,14.2,58.6,0,63.29,343,0,45,254
2024-09-14,Saturday,17.3,65.9,0,104.03,544,1,17,267
2024-09-15,Sunday,18.0,55.0,0,76.0,589,0,23,294
2024-09-16,Monday,17.4,68.4,0,69.27,533,0,13,224
2024-09-17,Tuesday,16.6,60.2,0,42.28,359,0,40,246
2024-09-18,Wednesday,13.8,71.8,0,65.47,446,0,32,165
2024-09-19,Thursday,13.5,62.1,0,61.78,333,0,37,211
2024-09-20,Friday,18.1,55.0,0,84.71,483,0,15,263
2024-09-21,Saturday,14.7,56.6,0,90.89,532,0,44,231
2024-09-22,Sunday,16.3,55.0,0,101.39,605,0,1,280
2024-09-23,Monday,15.8,57.3,0,58.3,369,0,16,208
2024-09-24,Tuesday,14.8,77.8,0,59.12,439,0,27,205
2024-09-25,Wednesday,13.1,67.1,0,56.24,410,0,15,215
2024-09-26,Thursday,16.8,52.4,0,66.92,362,0,13,293
2024-09-27,Friday,20.1,65.0,0,77.31,502,0,41,314
2024-09-28,Saturday,10.9,64.9,0,94.58,482,0,37,216
2024-09-29,Sunday,15.0,64.7,0,98.7,542,1,48,309
2024-09-30,Monday,13.3,68.8,0,41.23,293,0,2,164
2024-10-01,Tuesday,15.6,58.6,0,50.45,300,0,19,195
2024-10-02,Wednesday,11.9,72.2,0,46.52,371,0,25,152
2024-10-03,Thursday,12.2,76.5,0,57.4,313,0,40,128
2024-10-04,Friday,9.5,61.9,0,68.2,454,0,21,140
2024-10-05,Saturday,10.5,61.5,0,86.69,583,0,48,152
2024-10-06,Sunday,8.0,60.1,0,87.41,526,1,47,171
2024-10-07,Monday,15.3,62.0,0,46.27,377,1,31,247
2024-10-08,Tuesday,12.6,64.1,0,49.34,434,1,17,179
2024-10-09,Wednesday,12.3,70.2,0,58.8,418,0,9,249
2024-10-10,Thursday,16.1,70.1,0,77.48,487,0,21,265
2024-10-11,Friday,10.6,75.8,0,46.03,330,0,35,162
2024-10-12,Saturday,14.0,70.7,0,83.34,429,0,34,195
2024-10-13,Sunday,10.0,72.4,0,86.81,508,0,27,202
2024-10-14,Monday,12.0,70.1,0,81.42,485,0,23,193
2024-10-15,Tuesday,15.0,59.9,0,52.3,385,0,19,184
2024-10-16,Wednesday,8.2,61.9,0,56.91,388,0,28,135
2024-10-17,Thursday,12.6,64.1,0,53.19,352,0,16,210
2024-10-18,Friday,7.0,67.9,0,51.46,320,0,42,135
2024-10-19,Saturday,6.8,59.2,0,103.34,582,0,40,193
2024-10-20,Sunday,7.4,71.4,0,84.38,498,0,35,254
2024-10-21,Monday,11.9,64.5,0,68.24,432,1,1,196
2024-10-22,Tuesday,8.5,68.0,0,56.44,497,0,30,152
2024-10-23,Wednesday,10.0,75.3,0,71.27,478,0,35,200
2024-10-24,Thursday,8.8,68.3,0,73.27,364,0,8,223
2024-10-25,Friday,9.6,54.7,0,81.25,488,0,48,293
2024-10-26,Saturday,10.5,59.0,0,104.52,558,0,20,221
2024-10-27,Sunday,9.4,65.8,0,76.93,440,0,20,170
2024-10-28,Monday,11.4,77.4,0,67.91,406,1,41,184
2024-10-29,Tuesday,9.8,69.0,0,50.6,342,0,38,179
2024-10-30,Wednesday,10.0,59.9,0,55.43,361,1,11,115
2024-10-31,Thursday,9.3,58.8,0,85.84,502,0,10,167
2024-11-01,Friday,7.8,58.2,0,68.52,471,0,42,158
2024-11-02,Saturday,4.4,67.4,0,95.88,515,1,3,109
2024-11-03,Sunday,6.1,70.3,0,89.16,601,0,12,122
2024-11-04,Monday,8.0,56.4,0,67.43,339,0,34,116
2024-11-05,Tuesday,9.6,71.0,0,62.68,477,1,41,112
2024-11-06,Wednesday,8.1,74.3,0,54.17,335,0,5,187
2024-11-07,Thursday,6.4,63.2,0,54.25,437,0,36,150
2024-11-08,Friday,9.7,62.4,0,68.27,511,1,9,202
2024-11-09,Saturday,8.1,69.5,0,98.66,570,1,42,203
2024-11-10,Sunday,4.5,61.8,0,91.07,517,0,5,171
2024-11-11,Monday,13.1,65.2,0,50.78,263,0,30,199
2024-11-12,Tuesday,6.5,56.2,0,55.21,343,0,40,152
2024-11-13,Wednesday,7.1,70.6,0,71.33,472,0,34,197
2024-11-14,Thursday,9.4,63.3,0,62.38,374,0,12,162
2024-11-15,Friday,3.9,68.7,0,63.26,319,0,44,65
2024-11-16,Saturday,7.7,71.1,0,89.64,540,0,11,199
2024-11-17,Sunday,3.3,70.2,0,113.44,545,0,21,160
2024-11-18,Monday,4.3,63.6,0,49.85,355,0,25,134
2024-11-19,Tuesday,6.9,55.5,0,63.1,574,0,26,153
2024-11-20,Wednesday,6.2,69.4,0,65.55,513,1,15,193
2024-11-21,Thursday,6.5,74.5,0,67.03,292,0,36,97
2024-11-22,Friday,5.7,67.7,0,61.88,383,0,38,136
2024-11-23,Saturday,5.8,74.6,0,89.8,588,0,14,143
2024-11-24,Sunday,1.7,74.3,0,87.92,550,0,7,61
2024-11-25,Monday,3.8,68.7,0,62.3,340,1,4,141
2024-11-26,Tuesday,4.3,75.8,0,56.58,426,0,48,107
2024-11-27,Wednesday,3.3,65.3,0,81.21,492,0,20,90
2024-11-28,Thursday,4.8,65.9,0,60.41,400,0,26,103
2024-11-29,Friday,9.1,65.5,0,60.09,398,0,26,182
2024-11-30,Saturday,6.7,59.4,0,96.48,493,0,28,153
2024-12-01,Sunday,5.0,67.5,0,102.47,616,0,42,108
2024-12-02,Monday,3.3,79.3,0,63.8,426,0,44,137
2024-12-03,Tuesday,5.5,69.0,0,59.08,351,0,21,99
2024-12-04,Wednesday,7.4,69.1,0,58.02,338,0,40,198
2024-12-05,Thursday,4.8,72.2,0,66.85,398,0,49,123
2024-12-06,Friday,3.1,71.8,0,56.65,374,0,19,90
2024-12-07,Saturday,7.9,69.1,0,102.49,601,1,14,175
2024-12-08,Sunday,2.3,63.2,0,89.35,433,0,45,100
2024-12-09,Monday,3.7,70.5,0,51.36,336,1,11,128
2024-12-10,Tuesday,4.4,69.5,0,56.67,257,1,43,134
2024-12-11,Wednesday,3.0,83.8,0,53.5,286,1,42,27
2024-12-12,Thursday,8.2,58.6,0,63.38,479,0,6,133
2024-12-13,Friday,4.6,77.4,0,42.19,383,1,16,136
2024-12-14,Saturday,2.4,62.8,0,95.3,624,0,20,126
2024-12-15,Sunday,3.9,88.0,0,76.0,465,0,25,172
2024-12-16,Monday,0.3,81.8,0,66.64,427,0,43,103
2024-12-17,Tuesday,5.8,77.3,0,49.39,361,0,44,128
2024-12-18,Wednesday,4.9,79.8,0,86.09,547,0,14,122
2024-12-19,Thursday,1.1,67.2,0,61.65,379,1,45,76
2024-12-20,Friday,0.0,87.7,1,89.17,545,0,11,211
2024-12-21,Saturday,1.5,80.3,1,99.16,538,0,10,226
2024-12-22,Sunday,-1.4,80.3,1,87.35,451,0,41,232
2024-12-23,Monday,4.6,69.0,1,65.3,401,0,49,291
2024-12-24,Tuesday,2.4,66.2,1,55.98,360,1,6,202
2024-12-25,Wednesday,1.5,67.1,1,50.86,377,0,24,219
2024-12-26,Thursday,4.8,67.2,1,65.48,438,0,18,280
2024-12-27,Friday,4.2,69.9,1,61.33,379,0,12,328
2024-12-28,Saturday,-0.8,79.9,1,85.94,471,0,26,246
2024-12-29,Sunday,2.9,64.1,1,101.75,471,0,48,210
2024-12-30,Monday,1.0,67.9,1,52.47,412,0,3,205
2024-12-31,Tuesday,3.6,68.6,1,36.69,288,1,25,168
2025-01-01,Wednesday,1.9,77.8,1,67.15,394,0,30,236
2025-01-02,Thursday,3.3,76.3,1,78.01,428,0,30,257
2025-01-03,Friday,-0.2,74.2,1,59.83,435,0,9,115
2025-01-04,Saturday,0.4,77.5,0,105.54,580,0,13,119
2025-01-05,Sunday,1.4,69.6,0,107.62,568,0,6,98
2025-01-06,Monday,4.2,75.6,0,56.78,454,0,33,98
2025-01-07,Tuesday,1.1,72.0,0,63.81,449,0,10,117
2025-01-08,Wednesday,2.8,75.2,0,65.15,409,0,47,110
2025-01-09,Thursday,-0.6,73.0,0,61.21,442,0,17,94
2025-01-10,Friday,5.0,71.2,0,46.65,364,0,32,119
2025-01-11,Saturday,5.3,64.2,0,96.38,609,0,36,171
2025-01-12,Sunday,1.4,81.8,0,97.75,505,0,4,106
2025-01-13,Monday,1.4,78.8,0,53.08,412,0,4,60
2025-01-14,Tuesday,8.2,80.1,0,69.21,484,0,45,108
2025-01-15,Wednesday,-0.5,77.9,0,74.8,340,1,20,46
2025-01-16,Thursday,-0.4,86.4,0,72.12,361,0,5,78
2025-01-17,Friday,3.3,70.3,0,57.41,329,0,40,99
2025-01-18,Saturday,5.1,73.4,0,107.13,565,1,47,122
2025-01-19,Sunday,-3.4,82.2,0,94.27,489,0,40,77
2025-01-20,Monday,1.2,76.1,0,53.82,360,0,32,110
2025-01-21,Tuesday,-2.8,77.4,0,73.26,467,0,8,100
2025-01-22,Wednesday,1.9,69.0,0,57.29,359,1,23,46
2025-01-23,Thursday,0.8,78.0,0,65.54,408,0,33,147
2025-01-24,Friday,-1.9,73.0,0,71.88,487,0,37,77
2025-01-25,Saturday,1.7,75.6,0,103.1,514,0,3,163
2025-01-26,Sunday,0.4,68.8,0,80.41,391,0,22,30
2025-01-27,Monday,3.3,73.8,0,63.65,346,0,36,103
2025-01-28,Tuesday,0.6,73.2,0,58.09,304,0,23,99
2025-01-29,Wednesday,2.9,75.3,0,57.52,349,0,39,132
2025-01-30,Thursday,-0.3,80.0,0,76.2,391,0,21,79
2025-01-31,Friday,0.4,84.7,0,75.84,387,0,34,137
2025-02-01,Saturday,2.0,75.7,0,99.02,445,0,29,56
2025-02-02,Sunday,2.3,75.6,0,92.01,485,0,20,151
2025-02-03,Monday,2.8,69.1,0,78.15,393,0,44,137
2025-02-04,Tuesday,2.5,78.4,0,67.55,456,0,3,91
2025-02-05,Wednesday,1.4,66.1,0,74.9,497,1,34,104
2025-02-06,Thursday,-1.4,85.7,0,67.71,411,0,19,62
2025-02-07,Friday,2.4,77.9,0,60.7,423,1,18,166
2025-02-08,Saturday,7.0,66.4,0,93.68,455,0,46,151
2025-02-09,Sunday,4.0,64.0,0,99.5,594,0,35,120
2025-02-10,Monday,3.4,63.0,0,68.16,454,0,12,121
2025-02-11,Tuesday,1.6,61.2,0,54.92,325,0,23,63
2025-02-12,Wednesday,7.4,66.6,0,50.95,220,0,30,121
2025-02-13,Thursday,2.2,71.7,0,70.48,359,1,20,81
2025-02-14,Friday,-0.3,70.6,0,67.07,454,0,24,149
2025-02-15,Saturday,0.4,80.1,0,86.56,412,0,30,83
2025-02-16,Sunday,3.5,77.0,0,102.97,588,0,37,112
2025-02-17,Monday,4.4,73.1,0,72.91,358,0,42,152
2025-02-18,Tuesday,4.6,63.2,0,68.82,444,0,31,151
2025-02-19,Wednesday,2.1,76.6,0,70.83,374,0,28,73
2025-02-20,Thursday,2.9,71.0,0,59.83,362,0,32,53
2025-02-21,Friday,6.5,74.7,0,63.57,447,0,20,153
2025-02-22,Saturday,3.8,80.1,0,107.24,583,0,43,107
2025-02-23,Sunday,5.8,71.6,0,104.15,625,0,1,160
2025-02-24,Monday,0.6,69.4,0,68.12,390,0,21,61
2025-02-25,Tuesday,3.0,82.3,0,56.13,275,0,46,134
2025-02-26,Wednesday,4.2,71.9,0,66.42,493,1,19,117
2025-02-27,Thursday,9.6,71.9,0,66.16,431,0,23,193
2025-02-28,Friday,6.0,76.0,0,67.85,367,0,26,112
2025-03-01,Saturday,2.5,77.7,0,89.87,456,0,25,136
2025-03-02,Sunday,3.0,67.9,0,99.92,571,1,42,115
2025-03-03,Monday,9.1,68.3,0,55.16,398,0,6,201
2025-03-04,Tuesday,8.7,75.8,0,49.56,327,0,30,76
2025-03-05,Wednesday,2.2,72.4,0,56.97,417,0,39,136
2025-03-06,Thursday,5.6,69.0,0,50.23,359,0,3,203
2025-03-07,Friday,8.8,66.5,0,64.55,398,0,45,212
2025-03-08,Saturday,7.7,56.7,0,92.67,525,0,34,140
2025-03-09,Sunday,6.7,67.6,0,79.75,496,0,5,134
2025-03-10,Monday,3.2,64.8,0,59.37,469,1,30,81
2025-03-11,Tuesday,3.3,71.4,0,64.94,365,0,19,108
2025-03-12,Wednesday,6.9,77.9,0,58.27,393,1,31,96
2025-03-13,Thursday,3.6,68.1,0,61.43,374,0,2,107
2025-03-14,Friday,7.6,56.8,0,65.37,423,0,17,170
2025-03-15,Saturday,7.9,68.5,0,102.19,629,0,29,162
2025-03-16,Sunday,8.0,69.1,0,88.91,542,1,6,208
2025-03-17,Monday,10.3,64.7,0,74.42,358,0,27,186
2025-03-18,Tuesday,5.3,62.4,0,71.37,474,0,42,189
2025-03-19,Wednesday,6.9,80.1,0,76.73,490,0,31,150
2025-03-20,Thursday,3.3,66.2,0,64.2,406,1,28,72
2025-03-21,Friday,13.3,65.0,0,51.91,410,0,44,213
2025-03-22,Saturday,7.5,63.1,0,94.39,576,0,18,128
2025-03-23,Sunday,6.9,73.1,0,108.12,629,0,44,170
2025-03-24,Monday,4.0,68.0,0,62.78,372,0,36,162
2025-03-25,Tuesday,8.6,67.8,0,75.65,490,0,44,144
2025-03-26,Wednesday,9.0,66.6,0,72.71,481,0,43,171
